22	2
14	2
32	1
21	1
33	4
25	4
18	3
1	3
21	6
24	6
30	5
47	5
39	8
4	8
31	7
50	7
2	10
31	10
21	9
44	9
39	12
43	12
5	11
4	11
40	14
12	14
41	14
21	13
29	13
34	13
30	16
15	16
1	16
40	15
43	15
50	15
16	18
48	18
50	18
49	17
35	17
15	17
11	20
23	20
4	20
19	19
31	19
14	19
42	22
4	21
37	24
31	23
4	26
20	25
11	28
17	27
32	27
23	30
49	30
29	29
32	29
18	32
40	32
2	31
43	31
19	34
15	34
20	33
21	33
26	36
13	36
46	35
1	35
18	38
9	38
45	37
3	37
4	40
7	40
32	39
43	39
4	42
12	42
29	41
4	41
47	44
34	44
25	44
2	43
47	43
29	43
28	46
24	46
14	46
39	45
21	45
17	45
21	48
13	48
6	48
45	47
40	47
35	47
41	50
15	50
6	50
2	49
46	49
26	49
17	52
6	51
40	54
6	53
2	56
13	55
47	58
40	57
43	57
3	60
45	60
23	59
42	59
44	62
47	62
18	61
3	61
24	64
19	64
25	63
15	63
26	66
22	66
20	65
16	65
48	68
32	68
34	67
25	67
15	70
45	70
15	69
10	69
18	72
31	72
48	71
46	71
47	74
2	74
29	74
37	73
35	73
20	73
9	76
6	76
8	76
47	75
39	75
8	75
49	78
1	78
37	78
6	77
49	77
42	77
1	80
2	80
46	80
31	79
21	79
16	79
7	82
32	81
25	84
37	83
28	86
27	85
46	88
20	87
31	87
9	90
43	90
47	89
7	89
32	92
16	92
35	91
16	91
38	94
49	94
42	93
4	93
36	96
21	96
3	95
24	95
11	98
35	98
38	97
35	97
45	100
13	100
38	99
16	99
36	102
38	102
18	101
19	101
4	104
39	104
13	104
38	103
2	103
46	103
16	106
21	106
7	106
13	105
33	105
4	105
6	108
34	108
49	108
11	107
45	107
1	107
7	110
21	110
37	110
7	109
23	109
35	109
6	112
2	111
11	114
47	113
8	116
34	115
14	118
48	117
29	117
44	120
20	120
27	119
42	119
37	122
24	122
6	121
8	121
34	124
11	124
41	123
25	123
46	126
4	126
8	125
24	125
41	128
31	128
41	127
11	127
36	130
38	130
42	129
38	129
40	132
1	132
2	132
43	131
13	131
10	131
44	134
26	134
19	134
40	133
16	133
49	133
10	136
35	136
46	136
32	135
6	135
41	135
13	138
2	137
13	140
5	139
45	142
2	141
40	144
1	144
14	143
21	143
18	146
33	146
6	145
28	145
3	148
17	148
45	147
1	147
40	150
2	150
48	149
7	149
45	152
33	152
38	151
31	151
30	154
35	154
20	153
5	153
45	156
5	156
25	156
43	155
27	155
17	155
1	158
5	158
6	158
5	157
4	157
39	157
1	160
21	160
10	160
48	159
11	159
7	159
47	162
34	162
14	162
19	161
19	164
19	163
27	166
1	165
41	168
50	167
24	167
35	170
48	170
25	169
46	169
7	172
44	172
28	171
38	171
22	174
7	174
33	173
32	173
20	176
36	176
38	175
16	175
21	178
11	178
5	177
13	177
47	180
5	180
32	179
29	179
34	182
6	182
31	182
22	181
17	181
26	181
10	184
41	184
14	184
30	183
19	183
31	183
23	186
10	186
1	186
44	185
45	185
25	185
33	188
33	187
21	190
3	189
31	192
10	191
13	194
12	194
4	193
27	193
50	196
45	196
10	195
31	195
37	198
36	198
18	197
24	197
16	200
19	200
39	199
2	199
48	202
23	202
4	201
2	201
23	204
41	204
35	203
28	203
42	206
29	206
33	206
35	205
30	205
36	205
47	208
24	208
9	208
8	207
34	207
45	207
14	210
32	210
48	210
9	209
17	209
35	209
15	212
32	212
10	212
2	211
34	214
40	213
22	216
6	215
13	218
19	217
18	217
24	220
17	220
45	219
22	219
26	222
28	222
18	221
31	221
37	224
10	224
26	223
44	223
27	226
45	226
18	225
49	225
14	228
7	228
3	227
42	227
8	230
19	230
42	229
34	229
46	232
25	232
17	232
44	231
1	231
5	231
15	234
36	234
31	234
12	233
7	233
13	233
39	236
3	236
47	236
38	235
2	235
17	235
42	238
9	237
37	240
7	239
6	242
17	241
1	244
18	243
35	243
17	246
7	246
31	245
19	245
45	248
2	248
6	247
10	247
39	250
23	250
34	249
46	249
31	252
9	252
14	251
12	251
8	254
14	254
8	253
6	253
16	256
20	256
32	255
8	255
18	258
33	258
5	258
22	257
34	257
9	257
5	260
49	260
20	260
16	259
40	259
5	259
38	262
12	262
4	262
17	261
6	261
13	261
39	264
46	264
21	264
10	263
29	266
32	265
14	268
11	267
37	270
10	269
38	272
5	272
27	271
14	271
37	274
26	274
6	273
7	273
36	276
7	276
35	275
44	275
15	278
16	278
11	277
18	277
5	280
41	280
10	279
48	279
42	282
28	282
21	281
49	281
17	284
5	284
24	283
12	283
6	283
8	286
14	286
29	286
35	285
12	285
30	285
7	288
2	288
27	288
38	287
33	287
50	287
2	290
42	290
29	290
38	289
4	289
31	289
12	292
5	291
1	294
44	293
10	296
26	295
16	298
31	298
49	297
23	297
18	300
31	300
50	299
32	299
14	302
1	302
46	301
15	301
29	304
12	304
31	303
21	303
42	306
49	306
11	305
37	305
17	308
4	308
13	307
41	307
29	310
15	310
28	310
43	309
3	309
44	309
8	312
17	312
50	312
8	311
20	311
38	311
44	314
49	314
30	314
7	313
13	313
31	313
44	316
30	316
13	316
8	315
27	318
10	317
8	320
24	319
35	322
6	321
35	321
18	324
36	324
4	323
20	323
18	326
47	326
45	325
50	325
2	328
34	328
48	327
21	327
40	330
33	330
5	329
8	329
4	332
14	332
34	331
39	331
15	334
23	334
46	333
12	333
46	336
16	336
10	336
40	335
12	335
39	335
29	338
12	338
40	338
25	337
23	337
11	337
49	340
20	340
23	340
11	339
35	339
47	339
3	342
25	342
9	342
23	341
6	341
2	341
35	344
6	343
16	346
29	345
34	348
12	347
11	350
39	350
23	349
20	349
30	352
47	352
16	351
36	351
4	354
21	354
37	353
6	353
44	356
47	356
43	355
15	355
19	358
4	358
33	357
47	357
10	360
14	360
20	359
10	359
26	362
36	362
26	361
46	361
40	361
32	364
19	364
48	364
13	363
1	363
46	363
28	366
48	366
12	366
34	365
2	365
24	365
16	368
35	368
47	368
37	367
30	367
12	367
14	370
46	369
48	372
33	371
47	374
20	373
43	376
25	376
19	375
17	375
29	378
22	378
3	377
30	377
49	380
44	380
26	379
17	379
25	382
9	382
28	381
38	381
13	384
41	384
9	383
2	383
35	386
36	386
40	385
35	385
7	385
10	388
29	388
36	388
21	387
45	387
43	387
37	390
29	390
34	390
17	389
45	389
5	389
27	392
11	392
10	392
1	391
23	391
20	391
43	394
22	393
36	396
23	395
22	398
6	397
39	400
49	400
24	399
14	399
49	402
29	402
40	401
37	401
3	404
29	404
50	403
2	403
20	406
34	406
37	405
15	405
32	408
22	408
44	407
17	407
24	410
41	410
25	409
16	409
4	412
40	412
4	411
36	411
47	414
16	414
32	414
38	413
39	413
7	413
42	416
21	416
41	416
20	415
31	415
19	415
31	418
50	418
24	418
44	417
19	417
14	417
39	420
12	419
24	422
41	421
24	424
36	423
41	423
48	426
12	426
35	425
27	425
19	428
49	428
